Name,Team,NOC,Games,City,Sport,Event,Medal
Aleksandr Arkadyevich Tuchkin,Soviet Union,URS,1988 Summer,Seoul,Handball,Handball Men's Handball,Gold
Aleksandr Arkadyevich Tuchkin,Russia,RUS,2000 Summer,Sydney,Handball,Handball Men's Handball,Gold
Aleksandr Borisovich Lebzyak,Russia,RUS,2000 Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,Gold
Aleksandr Borisovich Savin,Soviet Union,URS,1980 Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Aleksandr Borisovich Yermilov,Soviet Union,URS,1980 Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Aleksandr Davletovich Almetov,Soviet Union,URS,1964 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Dokturishvili,Uzbekistan,UZB,2004 Summer,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
Aleksandr Gennadiyevich Mogilny,Soviet Union,URS,1988 Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Gennadyevich Krasnov,Soviet Union,URS,1980 Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Aleksandr Gennadyevich Legkov,Russia,RUS,2014 Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
Aleksandr Gennadyevich Zaytsev,Soviet Union-1,URS,1976 Winter,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Gold
Aleksandr Gennadyevich Zaytsev,Soviet Union-1,URS,1980 Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Gold
Aleksandr Genrikhovich Borodyuk,Soviet Union,URS,1988 Summer,Seoul,Football,Football Men's Football,Gold
Aleksandr Georgiyevich Gorshkov,Soviet Union-1,URS,1976 Winter,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Aleksandr Georgiyevich Shidlovsky,Soviet Union,URS,1972 Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Grigoryevich Klepikov,Soviet Union,URS,1976 Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Gold
Aleksandr Igorevich Dyachenko,Russia,RUS,2012 Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
Aleksandr Ivanovich Blinov,Soviet Union,URS,1980 Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Aleksandr Ivanovich Dolgushin,Soviet Union,URS,1972 Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Ivanovich Tikhonov,Soviet Union,URS,1968 Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Aleksandr Ivanovich Tikhonov,Soviet Union,URS,1972 Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Aleksandr Ivanovich Tikhonov,Soviet Union,URS,1976 Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Aleksandr Ivanovich Tikhonov,Soviet Union,URS,1980 Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Aleksandr Ivanovich Timoshinin,Soviet Union,URS,1968 Summer,Mexico City,Rowing,Rowing Men's Double Sculls,Gold
Aleksandr Ivanovich Timoshinin,Soviet Union,URS,1972 Summer,Munich,Rowing,Rowing Men's Double Sculls,Gold
Aleksandr Konstantinovich Dreval,Soviet Union,URS,1972 Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Konstantinovich Pashkov,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Leonidovich Lesun,Russia,RUS,2016 Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Aleksandr Matveyevich Yelizarov,Soviet Union,URS,1976 Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Aleksandr Nikiforovich Voronin,Soviet Union,URS,1976 Summer,Montreal,Weightlifting,Weightlifting Men's Flyweight,Gold
Aleksandr Nikolayevich Berkutov,Soviet Union,URS,1956 Summer,Melbourne,Rowing,Rowing Men's Double Sculls,Gold
Aleksandr Nikolayevich Dityatin,Soviet Union,URS,1980 Summer,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Aleksandr Nikolayevich Dityatin,Soviet Union,URS,1980 Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksandr Nikolayevich Dityatin,Soviet Union,URS,1980 Summer,Moskva,Gymnastics,Gymnastics Men's Rings,Gold
Aleksandr Nikolayevich Kurlovich,Soviet Union,URS,1988 Summer,Seoul,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Aleksandr Nikolayevich Kurlovich,Unified Team,EUN,1992 Summer,Barcelona,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Aleksandr Nikolayevich Maltsev,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Nikolayevich Maltsev,Soviet Union,URS,1976 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Nikolayevich Moskalenko,Russia,RUS,2000 Summer,Sydney,Trampolining,Trampolining Men's Individual,Gold
Aleksandr Nikolayevich Rogov,Soviet Union,URS,1976 Summer,Montreal,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
Aleksandr Nikolayevich Sidelnikov,Soviet Union,URS,1976 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Nikolayevich Uvarov,Soviet Union,URS,1956 Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Nikolayevich Vinokurov,Kazakhstan,KAZ,2012 Summer,London,Cycling,"Cycling Men's Road Race, Individual",Gold
Aleksandr Pavlovich Kurynov,Soviet Union,URS,1960 Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,Gold
Aleksandr Pavlovich Ragulin,Soviet Union,URS,1964 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Pavlovich Ragulin,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Pavlovich Ragulin,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Petrovich Gerasimov,Soviet Union,URS,1984 Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Remmovich Melentyev,Soviet Union,URS,1980 Summer,Moskva,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
Aleksandr Sergeyevich Kabanov,Soviet Union,URS,1972 Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Sergeyevich Kabanov,Soviet Union,URS,1980 Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Sergeyevich Shirshov,Unified Team,EUN,1992 Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Gold
Aleksandr Sergeyevich Sokolov,Russia,RUS,2012 Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
Aleksandr Sergeyevich Yakushev,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Sergeyevich Yakushev,Soviet Union,URS,1976 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Staliyevich Portnov,Soviet Union,URS,1980 Summer,Moskva,Diving,Diving Men's Springboard,Gold
Aleksandr Timofeyevich Aksinin,Soviet Union,URS,1980 Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Aleksandr Vasilyevich Gazov,Soviet Union,URS,1976 Summer,Montreal,Shooting,"Shooting Mixed Running Target, 50 metres",Gold
Aleksandr Vasilyevich Medved,Soviet Union,URS,1964 Summer,Tokyo,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Aleksandr Vasilyevich Medved,Soviet Union,URS,1968 Summer,Mexico City,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Aleksandr Vasilyevich Medved,Soviet Union,URS,1972 Summer,Munich,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Aleksandr Vasilyevich Tkachov,Soviet Union,URS,1980 Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksandr Vasilyevich Tkachov,Soviet Union,URS,1980 Summer,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Aleksandr Vikentyevich Skvortsov,Soviet Union,URS,1984 Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Viktorovich Bogdanovich,Belarus,BLR,2008 Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Aleksandr Viktorovich Kozhevnikov,Soviet Union,URS,1984 Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Viktorovich Kozhevnikov,Soviet Union,URS,1988 Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Viktorovich Lukyanov,Soviet Union,URS,1976 Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Gold
Aleksandr Vladimirovich Beketov,Russia,RUS,1996 Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",Gold
Aleksandr Vladimirovich Degtyaryov,Soviet Union,URS,1976 Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Aleksandr Vladimirovich Gusev,Soviet Union,URS,1976 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksandr Vladimirovich Ivanitsky,Soviet Union,URS,1964 Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Aleksandr Vladimirovich Karshakevich,Soviet Union,URS,1988 Summer,Seoul,Handball,Handball Men's Handball,Gold
Aleksandr Vladimirovich Popov,Soviet Union,URS,1988 Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Aleksandr Vladimirovich Popov,Unified Team,EUN,1992 Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,Gold
Aleksandr Vladimirovich Popov,Unified Team,EUN,1992 Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,Gold
Aleksandr Vladimirovich Popov,Russia,RUS,1996 Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,Gold
Aleksandr Vladimirovich Popov,Russia,RUS,1996 Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,Gold
Aleksandr Vladimirovich Povetkin,Russia,RUS,2004 Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Gold
Aleksandr Vladimirovich Tretyakov,Russia,RUS,2014 Winter,Sochi,Skeleton,Skeleton Men's Skeleton,Gold
Aleksandr Vyacheslavovich Golubyov,Russia,RUS,1994 Winter,Lillehammer,Speed Skating,Speed Skating Men's 500 metres,Gold
Aleksandr Yuryevich Vinogradov,Soviet Union,URS,1976 Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Aleksandr Yuryevich Vinogradov,Soviet Union,URS,1976 Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Aleksandr Yuryevich Zubkov,Russia-1,RUS,2014 Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Gold
Aleksandr Yuryevich Zubkov,Russia-1,RUS,2014 Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
Aleksandra Andreyevna Fedoriva,Russia,RUS,2008 Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Aleksandra Ivanovna Zabelina,Soviet Union,URS,1960 Summer,Roma,Fencing,"Fencing Women's Foil, Team",Gold
Aleksandra Ivanovna Zabelina,Soviet Union,URS,1968 Summer,Mexico City,Fencing,"Fencing Women's Foil, Team",Gold
Aleksandra Ivanovna Zabelina,Soviet Union,URS,1972 Summer,Munich,Fencing,"Fencing Women's Foil, Team",Gold
Aleksandra Ivoev,Serbia and Montenegro,SCG,1996 Summer,Atlanta,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
Aleksandra Vyacheslavovna Patskevich,Russia,RUS,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Aleksandra Vyacheslavovna Patskevich,Russia,RUS,2016 Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Aleksandre Anp'ilogovi,Soviet Union,URS,1976 Summer,Montreal,Handball,Handball Men's Handball,Gold
Aleksandrs Muzienko,Soviet Union,URS,1980 Summer,Moskva,Sailing,Sailing Mixed Two Person Keelboat,Gold
Aleksanteri Saarvala (Schabarin-),Finland,FIN,1936 Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Aleksanteri Saarvala (Schabarin-),Finland,FIN,1948 Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksey Aleksandrovich Abalmasov,Belarus,BLR,2008 Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Aleksey Aleksandrovich Alipov,Russia,RUS,2004 Summer,Athina,Shooting,Shooting Men's Trap,Gold
Aleksey Aleksandrovich Negodaylo,Russia-1,RUS,2014 Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
Aleksey Aleksandrovich Obmochayev,Russia,RUS,2012 Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
Aleksey Aleksandrovich Paramonov,Soviet Union,URS,1956 Summer,Melbourne,Football,Football Men's Football,Gold
Aleksey Aleksandrovich Petrov,Russia,RUS,1996 Summer,Atlanta,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
Aleksey Alekseyevich Prokurorov,Soviet Union,URS,1988 Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold
Aleksey Anatolyevich Volkov,Russia,RUS,2014 Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Aleksey Borisovich Cheremisinov,Russia,RUS,2016 Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
Aleksey Gennadyevich Grishin,Belarus,BLR,2010 Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Aerials,Gold
Aleksey Ivanovich Vakhonin,Soviet Union,URS,1964 Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,Gold
Aleksey Ivanovich Voyevoda,Russia-1,RUS,2014 Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Gold
Aleksey Ivanovich Voyevoda,Russia-1,RUS,2014 Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
Aleksey Konstantinovich Yagudin,Russia,RUS,2002 Winter,Salt Lake City,Figure Skating,Figure Skating Men's Singles,Gold
Aleksey Mikhaylovich Frosin,Russia,RUS,2000 Summer,Sydney,Fencing,"Fencing Men's Sabre, Team",Gold
Aleksey Mikhaylovich Guryshev,Soviet Union,URS,1956 Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksey Nikolayevich Ulanov,Soviet Union-1,URS,1972 Winter,Sapporo,Figure Skating,Figure Skating Mixed Pairs,Gold
Aleksey Nikolayevich Voropayev,Unified Team,EUN,1992 Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksey Nikolayevich Voropayev,Russia,RUS,1996 Summer,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksey Nikolayevich Zhitnik,Unified Team,EUN,1992 Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksey Petrovich Gushchin,Soviet Union,URS,1960 Summer,Roma,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Aleksey Valentinovich Kudryavtsev,Unified Team,EUN,1992 Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Aleksey Vasilyevich Gusarov,Soviet Union,URS,1988 Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksey Vasilyevich Shumakov,Soviet Union,URS,1976 Summer,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold
Aleksey Viktorovich Kasatonov,Soviet Union,URS,1984 Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksey Viktorovich Kasatonov,Soviet Union,URS,1988 Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksey Viktorovich Tishchenko,Russia,RUS,2004 Summer,Athina,Boxing,Boxing Men's Featherweight,Gold
Aleksey Viktorovich Tishchenko,Russia,RUS,2008 Summer,Beijing,Boxing,Boxing Men's Lightweight,Gold
Aleksey Vladimirovich Mishin,Russia,RUS,2004 Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Aleksey Vladimirovich Svirin,Russia,RUS,2004 Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
Aleksey Vyacheslavovich Kovalyov,Unified Team,EUN,1992 Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Aleksey Yevgenyevich Urmanov,Russia,RUS,1994 Winter,Lillehammer,Figure Skating,Figure Skating Men's Singles,Gold
Aleksey Yuryevich Nemov,Russia,RUS,1996 Summer,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksey Yuryevich Nemov,Russia,RUS,1996 Summer,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,Gold
Aleksey Yuryevich Nemov,Russia,RUS,2000 Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Aleksey Yuryevich Nemov,Russia,RUS,2000 Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Aleksey Yuryevich Zhamnov,Unified Team,EUN,1992 Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Alenka Cuderman,Yugoslavia,YUG,1984 Summer,Los Angeles,Handball,Handball Women's Handball,Gold
Alessandra Sensini,Italy,ITA,2000 Summer,Sydney,Sailing,Sailing Women's Windsurfer,Gold
"Alessandro ""Sandro"" Campagna",Italy,ITA,1992 Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
Alessandro Andrei,Italy,ITA,1984 Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Gold
Alessandro Argenton,Italy,ITA,1964 Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Alessandro Bovo,Italy,ITA,1992 Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
Alessandro Puccini,Italy,ITA,1996 Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",Gold
Alessio Sartori,Italy,ITA,2000 Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold
Aletta van Manen,Netherlands,NED,1984 Summer,Los Angeles,Hockey,Hockey Women's Hockey,Gold
Alette Hilde Sijbring,Netherlands,NED,2008 Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
Alevtina Pavlovna Kolchina (Leontyeva-),Soviet Union,URS,1964 Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
Alevtina Sergeyevna Olyunina-Smirnova (-Panarina),Soviet Union,URS,1972 Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
Alex Schwazer,Italy,ITA,2008 Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,Gold
Alex Walter Diggelmann,Switzerland,SUI,1936 Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",Gold
"Alexander ""Alex"" Baumann",Canada,CAN,1984 Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,Gold
"Alexander ""Alex"" Baumann",Canada,CAN,1984 Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,Gold
"Alexander ""Alex"" Pietrangelo",Canada,CAN,2014 Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
"Alexander ""Sandy"" Archer",Great Britain,GBR,1936 Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
"Alexander ""Sandy"" Cowan",Winnipeg Shamrocks-1,CAN,1904 Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Alexander Alan Budikusuma Wiratama,Indonesia,INA,1992 Summer,Barcelona,Badminton,Badminton Men's Singles,Gold
Alexander Elsdon Maunder,Great Britain-1,GBR,1908 Summer,London,Shooting,"Shooting Men's Trap, Team",Gold
Alexander Frederick Yorke Scarlett,Great Britain,GBR,2000 Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
Alexander Grimm,Germany,GER,2008 Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold
"Alexander John ""Alex"" Gregory",Great Britain,GBR,2012 Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
"Alexander John ""Alex"" Gregory",Great Britain,GBR,2016 Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
"Alexander John ""Alex"" Groza",United States,USA,1948 Summer,London,Basketball,Basketball Men's Basketball,Gold
Alexander Koch,Germany,GER,1992 Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",Gold
Alexander Mah Owens Drysdale,New Zealand,NZL,2012 Summer,London,Rowing,Rowing Men's Single Sculls,Gold
Alexander Mah Owens Drysdale,New Zealand,NZL,2016 Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,Gold
"Alexander Noble ""Sandy"" Hall",Galt Football Club,CAN,1904 Summer,St. Louis,Football,Football Men's Football,Gold
Alexander Pusch,West Germany,FRG,1976 Summer,Montreal,Fencing,"Fencing Men's epee, Individual",Gold
Alexander Pusch,West Germany,FRG,1984 Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Gold
Alexander Resch,Germany-2,GER,2002 Winter,Salt Lake City,Luge,Luge Mixed (Men)'s Doubles,Gold
"Alexander Thomas ""Sandy"" Turnbull",Canada,CAN,1908 Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Gold
Alexander Viggo Jensen,Denmark,DEN,1896 Summer,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Gold
Alexander Welter,Brazil,BRA,1980 Summer,Moskva,Sailing,Sailing Mixed Multihull,Gold
"Alexandra ""Sandy"" Chick",Zimbabwe,ZIM,1980 Summer,Moskva,Hockey,Hockey Women's Hockey,Gold
Alexandra Araujo,Italy,ITA,2004 Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
Alexandra Georgiana Maria Eremia,Romania,ROU,2004 Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
"Alexandra Jane ""Sandra"" Pisani",Australia,AUS,1988 Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
"Alexandra Johanna ""Sandra"" Le Poole",Netherlands,NED,1984 Summer,Los Angeles,Hockey,Hockey Women's Hockey,Gold
"Alexandra Mary L. ""Alex"" Danson",Great Britain,GBR,2016 Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
"Alexandra Patricia ""Alex"" Morgan",United States,USA,2012 Summer,London,Football,Football Women's Football,Gold
Alexandra Popp,Germany,GER,2016 Summer,Rio de Janeiro,Football,Football Women's Football,Gold
"Alexandra Rose ""Aly"" Raisman",United States,USA,2012 Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
"Alexandra Rose ""Aly"" Raisman",United States,USA,2012 Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,Gold
"Alexandra Rose ""Aly"" Raisman",United States,USA,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
Alexandra Simons de Ridder,Germany,GER,2000 Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
"Alexandre ""Alex"" Bilodeau",Canada,CAN,2010 Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold
"Alexandre ""Alex"" Bilodeau",Canada,CAN,2014 Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold
"Alexandre ""Tande"" Ramos Samuel",Brazil,BRA,1992 Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Gold
Alexandre Auguste Lippmann,France,FRA,1908 Summer,London,Fencing,"Fencing Men's epee, Team",Gold
Alexandre Auguste Lippmann,France,FRA,1924 Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
Alexandre Emmanuel Pharamond,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,Paris,Rugby,Rugby Men's Rugby,Gold
Alexe Dumitru,Romania,ROU,1956 Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
